id,timestamp,sensor_dir,sensorvalue_x,sensorvalue_y,sensorvalue_z
71,2025-11-26 12:45:52,0,1454,1836,1498
70,2025-11-26 12:45:52,0,1457,1836,1496
69,2025-11-26 12:45:52,0,1455,1833,1493
68,2025-11-26 12:45:52,0,1453,1836,1492
67,2025-11-26 12:45:52,0,1456,1830,1483
66,2025-11-26 12:45:52,0,1455,1828,1479
65,2025-11-26 12:45:52,0,1452,1838,1484
64,2025-11-26 12:45:52,0,1452,1842,1484
63,2025-11-26 12:45:52,0,1455,1848,1482
62,2025-11-26 12:45:52,0,1452,1850,1480
61,2025-11-26 12:45:52,0,1458,1849,1485
60,2025-11-26 12:45:52,0,1458,1840,1486
59,2025-11-26 12:45:52,0,1462,1835,1490
58,2025-11-26 12:45:52,0,1461,1840,1488
57,2025-11-26 12:45:51,0,1461,1833,1491
56,2025-11-26 12:45:51,0,1462,1836,1489
55,2025-11-26 12:45:51,0,1460,1836,1487
54,2025-11-26 12:45:51,0,1458,1837,1491
53,2025-11-26 12:45:51,0,1454,1838,1484
52,2025-11-26 12:45:51,0,1475,1842,1487
51,2025-11-26 12:45:51,0,1457,1841,1487
50,2025-11-26 12:45:51,0,1454,1846,1489
49,2025-11-26 12:45:51,0,1457,1845,1486
48,2025-11-26 12:45:51,0,1452,1842,1483
47,2025-11-26 12:45:51,0,1465,1841,1487
46,2025-11-26 12:45:51,0,1462,1842,1487
45,2025-11-26 12:45:51,0,1465,1837,1479
44,2025-11-26 12:45:51,0,1459,1836,1482
43,2025-11-26 12:45:51,0,1462,1837,1487
42,2025-11-26 12:45:51,0,1461,1842,1486
41,2025-11-26 12:45:51,0,1461,1844,1482
40,2025-11-26 12:45:51,0,1462,1844,1486
39,2025-11-26 12:45:51,0,1447,1848,1490
38,2025-11-26 12:45:51,0,1455,1852,1489
37,2025-11-26 12:45:51,0,1458,1854,1492
36,2025-11-26 12:45:51,0,1455,1851,1489
35,2025-11-26 12:45:51,0,1460,1849,1489
34,2025-11-26 12:45:51,0,1459,1837,1488
33,2025-11-26 12:45:51,0,1461,1836,1488
32,2025-11-26 12:45:51,0,1462,1836,1485
31,2025-11-26 12:45:51,0,1454,1835,1483
30,2025-11-26 12:45:51,0,1458,1831,1470
29,2025-11-26 12:45:51,0,1456,1838,1482
28,2025-11-26 12:45:51,0,1455,1832,1475
27,2025-11-26 12:45:51,0,1447,1843,1479
26,2025-11-26 12:45:51,0,1451,1840,1483
25,2025-11-26 12:45:51,0,1451,1843,1480
24,2025-11-26 12:45:51,0,1460,1843,1483
23,2025-11-26 12:45:51,0,1454,1841,1483
22,2025-11-26 12:45:51,0,1461,1838,1486
21,2025-11-26 12:45:51,0,1453,1835,1485
20,2025-11-26 12:45:51,0,1457,1841,1482
19,2025-11-26 12:45:51,0,1458,1834,1487
18,2025-11-26 12:45:51,0,1458,1838,1489
17,2025-11-26 12:45:51,0,1457,1832,1484
16,2025-11-26 12:45:51,0,1462,1823,1482
15,2025-11-26 12:45:50,0,1453,1835,1482
14,2025-11-26 12:45:50,0,1458,1827,1475
13,2025-11-26 12:45:50,0,1455,1830,1471
12,2025-11-26 12:45:50,0,1454,1831,1473
11,2025-11-26 12:45:50,0,1451,1843,1476
10,2025-11-26 12:45:50,0,1451,1849,1474
9,2025-11-26 12:45:50,0,1456,1852,1476
8,2025-11-26 12:45:50,0,1456,1854,1483
7,2025-11-26 12:45:50,0,1458,1848,1487
6,2025-11-26 12:45:50,0,1455,1844,1482
5,2025-11-26 12:45:50,0,1454,1842,1490
4,2025-11-26 12:45:50,0,1454,1833,1481
3,2025-11-26 12:45:50,0,1463,1825,1486
2,2025-11-26 12:45:50,0,1461,1825,1494
1,2025-11-26 12:45:50,0,1459,1826,1490
